url	slug	yc_name	yc_batch	news_count	news_date	news_title	news_url	parse_status
https://www.ycombinator.com/companies/pollen	pollen	Pollen	W26	0				ok
https://www.ycombinator.com/companies/design-arena	design-arena	Design Arena	S25	0				ok
https://www.ycombinator.com/companies/tryjanet	tryjanet	Janet AI	S25	0				ok
https://www.ycombinator.com/companies/nuntius	nuntius	Nuntius	S25	0				ok
https://www.ycombinator.com/companies/autosana	autosana	Autosana	S25	0				ok
https://www.ycombinator.com/companies/relling	relling	Relling	S25	0				ok
https://www.ycombinator.com/companies/solva	solva	Solva	S25	0				ok
https://www.ycombinator.com/companies/nozomio	nozomio	Nozomio	S25	2	Oct 01, 2025	High School Dropout Founds YC Startup Nozomio, Raises $6 Million Seed - Business Insider	https://www.businessinsider.com/nozomio-high-school-dropout-y-combinator-6-million-seed-2025-9	ok
https://www.ycombinator.com/companies/nozomio	nozomio	Nozomio	S25	2	May 07, 2025	18-year-old founder closes pre-seed funding round for AI startup - UKTN	https://www.uktech.news/ai/ai-startup-founded-by-18-year-old-nia-closes-localglobe-led-round-20250507	ok
https://www.ycombinator.com/companies/getasap	getasap	GETASAP	S25	0				ok
https://www.ycombinator.com/companies/juxta	juxta	Juxta	S25	0				ok
