url	slug	yc_name	yc_batch	news_count	news_date	news_title	news_url	parse_status
https://www.ycombinator.com/companies/crunched	crunched	Crunched	F25	0				ok
https://www.ycombinator.com/companies/milliray	milliray	Milliray	W26	0				ok
https://www.ycombinator.com/companies/luel	luel	Luel	W26	0				ok
https://www.ycombinator.com/companies/o11	o11	o11	W26	0				ok
https://www.ycombinator.com/companies/carrot-labs	carrot-labs	Carrot Labs	W26	0				ok
https://www.ycombinator.com/companies/aemon	aemon	Aemon	W26	0				ok
https://www.ycombinator.com/companies/autumn-ai	autumn-ai	Autumn AI	W26	0				ok
https://www.ycombinator.com/companies/pax-historia	pax-historia	Pax Historia	W26	0				ok
https://www.ycombinator.com/companies/grazemate	grazemate	GrazeMate	W26	1	Jan 13, 2026	GrazeMate Raises $1.2 Million As 19-Year-Old CEO Automates Cattle Mustering	https://www.forbes.com.au/news/innovation/grazemate-raises-1-2-million-19-year-old-ceo-cattle-mustering/	ok
https://www.ycombinator.com/companies/hex-security	hex-security	Hex Security	W26	0				ok
