url	slug	yc_name	yc_batch	news_count	news_date	news_title	news_url	parse_status
https://www.ycombinator.com/companies/byteport	byteport	Byteport	W26	0				ok
https://www.ycombinator.com/companies/fixture	fixture	Fixture	W26	0				ok
https://www.ycombinator.com/companies/confluence-labs	confluence-labs	Confluence Labs	W26	0				ok
https://www.ycombinator.com/companies/generalastro	generalastro	General Astronautics	W26	0				ok
https://www.ycombinator.com/companies/pirislabs	pirislabs	Piris Labs	W26	0				ok
https://www.ycombinator.com/companies/wayco	wayco	Wayco	W26	0				ok
https://www.ycombinator.com/companies/forum	forum	Forum	W26	0				ok
https://www.ycombinator.com/companies/prana-health	prana-health	Prana	W26	0				ok
https://www.ycombinator.com/companies/ashr	ashr	Ashr	W26	0				ok
https://www.ycombinator.com/companies/origami-robotics	origami-robotics	Origami Robotics	W26	0				ok
